"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-205-5p",57.5912678417855,2.11723301831916,0.83712967402634,2.52915776851621,0.0114336618745476,0.9999613829802
"hsa-let-7d-3p",47.0628641837648,2.57547243986536,0.834265729843667,3.0871128319606,0.00202110864629995,0.9999613829802
"hsa-miR-584-5p",76.8789405676206,2.70439072342592,0.837136824936125,3.23052414237335,0.00123563468603346,0.9999613829802
"hsa-miR-23a-3p",276.477437587721,1.81210548102422,0.733972092080438,2.46890242909348,0.0135528166522477,0.9999613829802
"hsa-miR-548ae-1-3p",8.98828891787496,1.63340088382676,0.804027902420773,2.03152263610368,0.0422020056813699,0.9999613829802
"hsa-miR-181d-5p",115.04287737519,1.00982488611129,0.430463365262198,2.3459020386002,0.0189810954905136,0.9999613829802
"hsa-miR-708-3p",322.531179960026,1.43099241084314,0.682626876649125,2.09630247473933,0.0360553673628181,0.9999613829802
"hsa-miR-98-5p",87.4643253217365,1.55940045701051,0.768607893935726,2.02886344170297,0.0424722012914713,0.9999613829802
"hsa-miR-151b-3p",77.0801994752045,1.40381544948916,0.536289956851723,2.61764262327459,0.00885394793123436,0.9999613829802
"hsa-miR-320e-3p",49.5680735262996,1.93848410355296,0.832679754228418,2.32800676815928,0.0199117442828404,0.9999613829802
"hsa-miR-103a-1-3p",6518.0163187076,-0.850136521287932,0.403650736791204,-2.10611908712477,0.0351940092387791,0.9999613829802
"hsa-miR-429-3p",78.5882748194492,2.55343111371172,0.835378541555049,3.05661563793407,0.00223851116635518,0.9999613829802
"hsa-miR-29b-2-3p",55.0573607319735,1.00269130838958,0.511018900459112,1.96214133662911,0.0497460315059475,0.9999613829802
"hsa-miR-548ae-2-3p",8.98828891787496,1.63340088382676,0.804027902420773,2.03152263610368,0.0422020056813699,0.9999613829802
"hsa-miR-125b-1-3p",45.9206533178618,1.76541323482514,0.814474461758393,2.16754891370533,0.0301930242523542,0.9999613829802
"hsa-miR-99a-3p",15.0955573707405,1.2809414741751,0.607003812735881,2.11026923933418,0.0348351715758252,0.9999613829802
"hsa-miR-103a-2-3p",6999.2346790079,-0.871878861092224,0.403001533647003,-2.16346288611378,0.0305055953140289,0.9999613829802
"hsa-miR-193a-3p",8.03592114351399,1.56512908692522,0.7416461617991,2.11034475406507,0.0348286713391599,0.9999613829802
"hsa-let-7b-5p",197.380803220164,1.61387971618059,0.770621940140591,2.09425612238104,0.0362371707329599,0.9999613829802
"hsa-miR-181c-5p",23.0497084928373,1.36765997311612,0.558471658673422,2.44893353472014,0.0143279884869365,0.9999613829802
"hsa-miR-378b-3p",43.0363446548946,2.14558752185954,0.800844482125466,2.67915627783947,0.00738079373022839,0.9999613829802
"hsa-miR-29b-1-3p",57.3348109810937,1.06749968919505,0.504401912398474,2.11636725189839,0.0343135850373935,0.9999613829802
"hsa-miR-6755-5p",15.6196562622438,1.65206050054451,0.837059306158386,1.97364808967539,0.048421771551493,0.9999613829802
"hsa-miR-122-5p",30.9284051489615,1.95543282571347,0.830811239369445,2.35364272057462,0.0185904697599996,0.9999613829802
