"HEK_Pellet_SDPR_1"	"HEK_Pellet_PRTF_1"	"HEK_Pellet_CAV_1"	"HEK_Pellet_PN4.11_1"	"HEK_Pellet_PRKCA4_1"	"HEK_Pellet_SDPR_2"	"HEK_Pellet_PRTF_2"	"HEK_Pellet_CAV_2"	"HEK_Pellet_PN4.11_2"	"HEK_Pellet_PRKCA4_2"	"HEK_Pellet_SDPR_3"	"HEK_Pellet_PRTF_3"
"hsa-miR-1307-3p"	889.539082357963	1705.26478240698	1707.03142143726	1717.33806315672	0	793.322007853891	1942.68399181115	1386.9515911331	1658.73886205586	1437.82898656034	2477.88347296869	905.786173002134
"hsa-miR-365a-3p"	238.433156095949	72.1805198902424	104.76834998423	87.6078279439004	0	88.1468897615434	114.571771390029	89.2811413030227	85.0635313874798	158.925831674031	99.2207060402062	218.182070869127
"hsa-miR-3691-5p"	1.6673647279437	8.02005776558248	3.46341652840428	4.49270912532823	0	0	16.9969111402791	3.53588678427813	5.23467885461414	2.99860059762323	3.5122373819542	11.5702613339689
"hsa-miR-1226-3p"	32.5136121949021	37.092767165819	45.4573419353062	28.0794320333014	0	0	46.584126828913	43.3146131074071	53.6554582597949	33.7342567232613	44.7810266199161	74.380251432657
"hsa-miR-1273c-3p"	11.6715530956059	17.0426227518628	11.6890307833645	12.3549500946526	0	0	21.4035177322033	13.259575441043	10.4693577092283	8.99580179286968	18.4392462552596	1.65289447628127
"hsa-miR-708-3p"	139.224954783299	506.266146452394	129.01226568306	169.599769481141	3332.51074155025	88.1468897615434	244.251908238084	227.18072588987	255.190594162439	284.117406624801	129.074723786817	279.339166491534
"hsa-miR-10b-3p"	43.3514829265361	35.0877527244234	68.8354035020351	57.2820413479349	0	0	47.8431572837484	55.6902168523805	32.7167428413384	54.7244609066239	58.8299761477329	44.6281508595942
"hsa-miR-18a-3p"	58.3577654780294	70.1755054488467	96.5427357292694	78.622409693244	0	176.293779523087	78.6894034272178	93.7009997833704	96.8415588103616	71.2167641935516	78.147281748481	82.6447238140633
"hsa-miR-548e-3p"	105.043977860453	152.381097546067	82.2561425496017	80.8687642559081	0	0	100.092921159421	88.3971696069532	92.2612148125742	100.453120020378	153.660385460496	157.02497524672
"hsa-miR-27a-5p"	14.1726001875214	23.0576660760496	26.8414780951332	18.5324251419789	123.42632376112	88.1468897615434	46.584126828913	19.4473773135297	40.5687611232596	24.7384549303916	34.2443144740535	36.3636784781879
"hsa-miR-320c-1-3p"	92.5387424008752	81.2030848765227	152.823254315839	190.378549185784	987.410590088964	176.293779523087	203.962933683349	100.772773351927	141.336329074582	104.951020916813	131.708901823283	135.537347055064
"hsa-miR-152-3p"	140.892319511242	181.453806946304	161.048868570799	124.672678227858	0	88.1468897615434	207.110509820437	138.783556282916	183.868094768322	101.202770169784	191.416937316504	128.925769149939
"hsa-miR-937-3p"	1.6673647279437	18.0451299725606	6.06097892470749	5.05429776599426	0	0	13.2198197757726	3.53588678427813	7.85201828192121	5.24755104584065	4.39029672744275	11.5702613339689
"hsa-miR-574-5p"	107.545024952369	177.443778063512	49.353685529761	40.9959707686201	123.42632376112	88.1468897615434	95.6863145674969	132.59575441043	85.7178662443065	56.2237612054355	136.977257896214	54.5455177172818
"hsa-miR-760-3p"	21.6757414632681	35.0877527244234	29.8719675574869	41.5575594092861	0	0	49.1021877385839	45.9665281956157	30.7537382708581	20.2405540339568	72.8789256755497	19.8347337153752
"hsa-miR-1285-1-3p"	37.5157063787332	54.1353899176818	40.6951442087503	37.0648502839579	0	0	34.6233375079758	48.6184432838242	36.642751982299	46.47830926316	80.7814597849466	49.586834288438
"hsa-miR-148a-3p"	59855.0590037229	119647.231775842	28057.1372966031	32656.3794547296	351765.022719193	19921.1970861088	91154.4344453166	64435.3488415964	99133.0394789689	58356.515880495	72632.1909994674	34962.0239623013
"hsa-miR-99b-5p"	4396.00710522356	5059.65394286185	7571.02853109176	7693.76437712459	8639.84266327843	2468.11291332322	10061.5418798178	3667.59856699249	9063.84643676438	5736.32294325323	11164.5245778869	6631.41263884044
"hsa-miR-935-3p"	22.5094238272399	11.0275794276759	19.4817179722741	12.3549500946526	0	0	12.5903045483549	14.1435471371125	9.81502285240151	13.4937026893045	11.4147714913512	11.5702613339689
"hsa-miR-22-5p"	32.5136121949021	37.092767165819	13.8536661136171	17.9708365013129	0	88.1468897615434	13.8493350031903	38.0107829309899	5.88901371144091	22.4895044821742	32.4881957830764	46.2810453358755
"hsa-miR-92a-1-5p"	35.0146592868177	52.1303754762861	98.7073710595221	51.1045663006086	0	0	59.1744313772678	38.8947546270594	33.3710776981651	23.23915463158	40.3907298924733	26.4463116205003
"hsa-miR-548ab-5p"	5.83577654780294	10.0250722069781	9.52439545311178	11.2317728133206	0	0	6.92466750159517	12.3756037449734	3.92600914096061	9.74545194227549	4.39029672744275	13.2231558102501
"hsa-miR-3065-5p"	10.0041883676622	2.00501444139562	8.22561425496017	6.73906368799234	0	0	6.29515227417743	5.30383017641719	3.92600914096061	3.74825074702903	9.65865280037406	4.9586834288438
"hsa-miR-548u-3p"	44.185165290508	74.185534331638	33.7683111519418	44.3655026126163	0	0	57.9154009224323	53.0383017641719	49.0751142620076	74.2153647911748	61.4641541841985	120.661296768532
"hsa-miR-296-5p"	33.347294558874	12.0300866483737	45.0244148692557	76.3760551305799	0	0	34.6233375079758	31.8229810585031	17.012706277496	52.4755104584065	22.8295429827023	31.4049950493441
"hsa-miR-19a-3p"	2210.09194688937	1023.55987233246	1037.72617732313	1048.48599212348	246.852647522241	264.44066928463	566.563704675968	1795.34651471722	589.555706000918	1523.2891035926	312.589126993924	1001.65405262645
"hsa-miR-1301-3p"	112.5471191362	149.373575883974	228.585490874683	170.722946762473	0	264.44066928463	242.992877783249	110.496462008691	145.916673072369	92.2069683769142	174.733809752222	89.2563017191884
"hsa-miR-361-5p"	225.094238272399	275.689485691898	547.652738553927	298.203568193661	123.42632376112	88.1468897615434	210.258085957526	315.577895496823	177.324746200054	206.153791086597	208.978124226275	204.958915058877
"hsa-miR-183-5p"	3420.5987393765	5686.22095579798	3826.64233682068	2923.63046330734	56405.829958832	3790.31625974637	6784.28560588101	3797.54240631471	5832.08657889698	3260.22849976585	5420.26033970082	3153.72266074466
"hsa-miR-128-2-3p"	9153.8323564109	30607.5479551249	8023.87024218062	9060.6711285057	2591.95279898353	2556.25980308476	7872.71743408629	23808.8936619368	7961.94653786811	11644.3157707204	8057.07255420294	5811.57697860493
"hsa-miR-7-1-3p"	7.50314127574664	5.01253610348905	12.121957849415	12.9165387353187	0	0	16.9969111402791	9.72368865676485	9.16068799557475	15.7426531375219	24.5856616736794	36.3636784781879
"hsa-miR-454-5p"	58.3577654780294	95.238185966292	63.6402787094287	50.5429776599426	0	0	100.092921159421	90.1651129990922	58.2358022575823	48.7272597113774	69.3666882935955	31.4049950493441
"hsa-miR-181a-1-5p"	3308.0516202403	2917.29601223063	2468.55013062015	2283.98100158874	1234.2632376112	1762.93779523087	2079.91831138822	4371.24003706383	2109.5755784095	2961.11809015294	1890.46177083685	2109.0933517349
"hsa-miR-30c-1-3p"	10.0041883676622	7.01755054488467	17.7500097080719	20.217191063977	0	0	18.2559415951145	8.83971696069532	15.7040365638424	26.987405378609	22.8295429827023	9.9173668576876
"hsa-miR-628-3p"	15.8399649154651	7.01755054488467	7.79268718890964	6.17747504732631	0	0	3.77709136450646	10.6076603528344	7.85201828192121	11.2447522410871	11.4147714913512	11.5702613339689
"hsa-miR-301a-5p"	147.561778423017	169.42372029793	99.5732251916231	103.893898523215	123.42632376112	88.1468897615434	110.794680025523	144.087386459334	91.6068799557474	122.942624502552	117.659952295466	112.396824387126
"hsa-miR-2110-3p"	13.3389178235496	41.1027960486102	18.615863840173	16.8476592199809	0	0	16.9969111402791	25.6351791860164	15.7040365638424	11.2447522410871	28.9759584011222	6.61157790512507
"hsa-miR-3928-3p"	5.00209418383109	11.0275794276759	10.3902495852128	18.5324251419789	0	0	22.6625481870387	7.95574526462579	15.7040365638424	9.74545194227549	18.4392462552596	8.26447238140633
"hsa-miR-222-5p"	17.5073296434088	64.1604621246599	21.2134262364762	25.8330774706373	0	0	43.4365506918242	30.0550376663641	25.5190594162439	25.4881050797974	36.0004331650306	23.1405226679377
"hsa-miR-4664-3p"	10.837870731634	78.1955632144292	11.6890307833645	20.217191063977	123.42632376112	0	37.7709136450646	27.4031225781555	54.9641279734485	20.2405540339568	41.2687892379619	26.4463116205003
"hsa-let-7e-5p"	812.840304872553	1150.87828936109	1342.50683182271	1218.64735024528	1234.2632376112	1057.76267713852	1874.06683202262	972.368865676485	881.389052145656	832.111665840445	1206.45354070127	836.364604998321
"hsa-miR-532-5p"	8614.43986692111	19660.1691051048	4536.20979807751	5397.99001408187	15304.8641463789	1586.64401570778	8424.80228853165	10709.3170978824	9904.01239292995	9845.15541214646	8382.83257137919	7547.11617870026
"hsa-miR-574-3p"	45.8525300184517	35.0877527244234	32.4695299537902	26.9562547519694	0	0	49.1021877385839	35.3588678427813	34.6797474118187	30.7356561256381	47.4152046563817	61.1570956224069
"hsa-miR-500a-5p"	144.22704896713	107.268272614666	61.0427163131255	46.6118571752804	123.42632376112	88.1468897615434	77.4303729723823	80.4414243423274	105.34791194911	54.7244609066239	116.781892949977	183.471286867221
"hsa-miR-186-3p"	1.6673647279437	0	0.865854132101071	2.24635456266411	123.42632376112	0	0.629515227417743	0.883971696069532	0.654334856826768	2.99860059762323	0	9.9173668576876
"hsa-miR-383-5p"	7.50314127574664	9.02256498628029	8.65854132101071	12.9165387353187	0	0	3.77709136450646	8.83971696069532	2.61733942730707	4.49790089643484	2.63417803646565	3.30578895256253
"hsa-miR-6131-3p"	46.6862123824235	26.0651877381431	49.7866125958116	8.98541825065646	0	88.1468897615434	18.2559415951145	12.3756037449734	109.928255946897	5.24755104584065	70.244747639084	4.9586834288438
"hsa-miR-3613-5p"	1151.31534464512	1106.76797165038	666.274754651774	784.539331010442	246.852647522241	352.587559046174	416.739080550546	1069.60575224413	370.35352896395	1065.25286230565	400.395061542779	885.951439286759
"hsa-miR-3611-3p"	2.50104709191555	3.00752166209343	3.46341652840428	2.80794320333014	0	0	1.25903045483549	10.6076603528344	3.92600914096061	8.99580179286968	2.63417803646565	11.5702613339689
"hsa-miR-10a-5p"	100995.616301006	240076.419183829	39760.8876002133	45445.9991572577	855344.423664565	16571.6152751702	81732.4800365552	111260.213554096	110163.162160498	106678.964511193	76664.2395139508	83971.9980785172
"hsa-miR-331-3p"	173.405931706145	127.318417028622	103.036641720027	144.889869291835	0	0	177.523294131803	121.988094057595	144.608003358716	274.371954682525	231.807667208977	319.008633922284
"hsa-miR-378d-2-5p"	125.886036959749	746.867879419869	173.170826420214	251.591711018381	987.410590088964	176.293779523087	275.727669608971	208.61732027241	257.807933589746	280.369155877772	237.954082627397	343.802051066503
"hsa-miR-365a-5p"	6.66945891177479	12.0300866483737	6.06097892470749	12.9165387353187	0	0	15.7378806854436	10.6076603528344	13.7410319933621	7.49650149405807	14.9270088733054	16.5289447628127
"hsa-miR-3913-2-5p"	10.0041883676622	10.0250722069781	9.95732251916231	8.42382960999043	0	0	7.55418272901291	8.83971696069532	11.123692566055	13.4937026893045	5.2683560729313	6.61157790512507
"hsa-miR-6500-3p"	8.33682363971849	11.0275794276759	12.9878119815161	11.2317728133206	0	0	18.8854568225323	10.6076603528344	16.3583714206692	8.24615164346387	31.6101364375878	19.8347337153752
"hsa-miR-186-5p"	3086.29211142378	2340.85436032939	1523.90327249788	1558.9700664889	863.984266327843	1234.05645666161	1787.19373063897	3599.53274639513	1798.11218655996	2655.26082919537	2008.9997824778	4044.63278346026
